constant,value,is default,team,world,bp
HARMONY_DMG,0.2,,"Tarn, Vitre, Nettle, Maul, Rime",open,1.88
HARMONY_DMG,0.2,,"Tarn, Vitre, Nettle, Maul, Rime",murk,1.41
HARMONY_DMG,0.2,,"Tarn, Vitre, Nettle, Maul, Rime",hive,3.58
HARMONY_DMG,0.2,,"Cinder, Mote, Bosk, Pyre, Ash",open,1.9
HARMONY_DMG,0.2,,"Cinder, Mote, Bosk, Pyre, Ash",murk,1.48
HARMONY_DMG,0.2,,"Cinder, Mote, Bosk, Pyre, Ash",hive,2.22
HARMONY_DMG,0.2,,"Wex, Sump, Nettle, Bosk, Ferrule",open,0.93
HARMONY_DMG,0.2,,"Wex, Sump, Nettle, Bosk, Ferrule",murk,0.58
HARMONY_DMG,0.2,,"Wex, Sump, Nettle, Bosk, Ferrule",hive,0.88
HARMONY_DMG,0.4,,"Pyre, Ash, Corr, Rime, Maul",open,2.2
HARMONY_DMG,0.4,,"Pyre, Ash, Corr, Rime, Maul",murk,1.78
HARMONY_DMG,0.4,,"Pyre, Ash, Corr, Rime, Maul",hive,3.53
HARMONY_DMG,0.4,,"Tarn, Vitre, Nettle, Maul, Rime",open,1.88
HARMONY_DMG,0.4,,"Tarn, Vitre, Nettle, Maul, Rime",murk,1.41
HARMONY_DMG,0.4,,"Tarn, Vitre, Nettle, Maul, Rime",hive,3.58
HARMONY_DMG,0.4,,"Cinder, Mote, Bosk, Pyre, Ash",open,1.9
HARMONY_DMG,0.4,,"Cinder, Mote, Bosk, Pyre, Ash",murk,1.48
HARMONY_DMG,0.4,,"Cinder, Mote, Bosk, Pyre, Ash",hive,2.22
HARMONY_DMG,0.4,,"Wex, Sump, Nettle, Bosk, Ferrule",open,0.98
HARMONY_DMG,0.4,,"Wex, Sump, Nettle, Bosk, Ferrule",murk,0.63
HARMONY_DMG,0.4,,"Wex, Sump, Nettle, Bosk, Ferrule",hive,0.88
HARMONY_DMG,0.6,yes,"Pyre, Ash, Corr, Rime, Maul",open,2.2
HARMONY_DMG,0.6,yes,"Pyre, Ash, Corr, Rime, Maul",murk,1.74
HARMONY_DMG,0.6,yes,"Pyre, Ash, Corr, Rime, Maul",hive,3.49
HARMONY_DMG,0.6,yes,"Tarn, Vitre, Nettle, Maul, Rime",open,1.88
HARMONY_DMG,0.6,yes,"Tarn, Vitre, Nettle, Maul, Rime",murk,1.41
HARMONY_DMG,0.6,yes,"Tarn, Vitre, Nettle, Maul, Rime",hive,3.58
HARMONY_DMG,0.6,yes,"Cinder, Mote, Bosk, Pyre, Ash",open,1.9
HARMONY_DMG,0.6,yes,"Cinder, Mote, Bosk, Pyre, Ash",murk,1.55
HARMONY_DMG,0.6,yes,"Cinder, Mote, Bosk, Pyre, Ash",hive,2.22
HARMONY_DMG,0.6,yes,"Wex, Sump, Nettle, Bosk, Ferrule",open,1.02
HARMONY_DMG,0.6,yes,"Wex, Sump, Nettle, Bosk, Ferrule",murk,0.7
HARMONY_DMG,0.6,yes,"Wex, Sump, Nettle, Bosk, Ferrule",hive,0.93
HARMONY_DMG,0.9,,"Pyre, Ash, Corr, Rime, Maul",open,2.2
HARMONY_DMG,0.9,,"Pyre, Ash, Corr, Rime, Maul",murk,1.74
HARMONY_DMG,0.9,,"Pyre, Ash, Corr, Rime, Maul",hive,3.49
HARMONY_DMG,0.9,,"Tarn, Vitre, Nettle, Maul, Rime",open,1.88
HARMONY_DMG,0.9,,"Tarn, Vitre, Nettle, Maul, Rime",murk,1.41
HARMONY_DMG,0.9,,"Tarn, Vitre, Nettle, Maul, Rime",hive,3.58
HARMONY_DMG,0.9,,"Cinder, Mote, Bosk, Pyre, Ash",open,1.94
HARMONY_DMG,0.9,,"Cinder, Mote, Bosk, Pyre, Ash",murk,1.55
HARMONY_DMG,0.9,,"Cinder, Mote, Bosk, Pyre, Ash",hive,2.27
HARMONY_DMG,0.9,,"Wex, Sump, Nettle, Bosk, Ferrule",open,1.05
HARMONY_DMG,0.9,,"Wex, Sump, Nettle, Bosk, Ferrule",murk,0.72
HARMONY_DMG,0.9,,"Wex, Sump, Nettle, Bosk, Ferrule",hive,0.95
HARMONY_DMG,1.3,,"Pyre, Ash, Corr, Rime, Maul",open,2.2
HARMONY_DMG,1.3,,"Pyre, Ash, Corr, Rime, Maul",murk,1.74
HARMONY_DMG,1.3,,"Pyre, Ash, Corr, Rime, Maul",hive,3.49
HARMONY_DMG,1.3,,"Tarn, Vitre, Nettle, Maul, Rime",open,1.88
HARMONY_DMG,1.3,,"Tarn, Vitre, Nettle, Maul, Rime",murk,1.41
HARMONY_DMG,1.3,,"Tarn, Vitre, Nettle, Maul, Rime",hive,3.58
HARMONY_DMG,1.3,,"Cinder, Mote, Bosk, Pyre, Ash",open,1.94
HARMONY_DMG,1.3,,"Cinder, Mote, Bosk, Pyre, Ash",murk,1.55
HARMONY_DMG,1.3,,"Cinder, Mote, Bosk, Pyre, Ash",hive,2.22
HARMONY_DMG,1.3,,"Wex, Sump, Nettle, Bosk, Ferrule",open,1.11
HARMONY_DMG,1.3,,"Wex, Sump, Nettle, Bosk, Ferrule",murk,0.79
HARMONY_DMG,1.3,,"Wex, Sump, Nettle, Bosk, Ferrule",hive,1.05
SHRED_OPPOSITE,0.5,,"Pyre, Ash, Corr, Rime, Maul",open,2.22
SHRED_OPPOSITE,0.5,,"Pyre, Ash, Corr, Rime, Maul",murk,1.74
SHRED_OPPOSITE,0.5,,"Pyre, Ash, Corr, Rime, Maul",hive,3.21
SHRED_OPPOSITE,0.5,,"Tarn, Vitre, Nettle, Maul, Rime",open,1.88
SHRED_OPPOSITE,0.5,,"Tarn, Vitre, Nettle, Maul, Rime",murk,1.41
SHRED_OPPOSITE,0.5,,"Tarn, Vitre, Nettle, Maul, Rime",hive,3.53
SHRED_OPPOSITE,0.5,,"Cinder, Mote, Bosk, Pyre, Ash",open,1.9
SHRED_OPPOSITE,0.5,,"Cinder, Mote, Bosk, Pyre, Ash",murk,1.41
SHRED_OPPOSITE,0.5,,"Cinder, Mote, Bosk, Pyre, Ash",hive,1.9
SHRED_OPPOSITE,0.5,,"Wex, Sump, Nettle, Bosk, Ferrule",open,0.93
SHRED_OPPOSITE,0.5,,"Wex, Sump, Nettle, Bosk, Ferrule",murk,0.58
SHRED_OPPOSITE,0.5,,"Wex, Sump, Nettle, Bosk, Ferrule",hive,0.86
SHRED_OPPOSITE,0.75,,"Pyre, Ash, Corr, Rime, Maul",open,2.2
SHRED_OPPOSITE,0.75,,"Pyre, Ash, Corr, Rime, Maul",murk,1.74
SHRED_OPPOSITE,0.75,,"Pyre, Ash, Corr, Rime, Maul",hive,3.4
SHRED_OPPOSITE,0.75,,"Tarn, Vitre, Nettle, Maul, Rime",open,1.88
SHRED_OPPOSITE,0.75,,"Tarn, Vitre, Nettle, Maul, Rime",murk,1.41
SHRED_OPPOSITE,0.75,,"Tarn, Vitre, Nettle, Maul, Rime",hive,3.53
SHRED_OPPOSITE,0.75,,"Cinder, Mote, Bosk, Pyre, Ash",open,1.9
SHRED_OPPOSITE,0.75,,"Cinder, Mote, Bosk, Pyre, Ash",murk,1.41
SHRED_OPPOSITE,0.75,,"Cinder, Mote, Bosk, Pyre, Ash",hive,1.97
SHRED_OPPOSITE,0.75,,"Wex, Sump, Nettle, Bosk, Ferrule",open,1
SHRED_OPPOSITE,0.75,,"Wex, Sump, Nettle, Bosk, Ferrule",murk,0.65
SHRED_OPPOSITE,0.75,,"Wex, Sump, Nettle, Bosk, Ferrule",hive,0.93
SHRED_OPPOSITE,1,yes,"Pyre, Ash, Corr, Rime, Maul",open,2.2
SHRED_OPPOSITE,1,yes,"Pyre, Ash, Corr, Rime, Maul",murk,1.74
SHRED_OPPOSITE,1,yes,"Pyre, Ash, Corr, Rime, Maul",hive,3.49
SHRED_OPPOSITE,1,yes,"Tarn, Vitre, Nettle, Maul, Rime",open,1.88
SHRED_OPPOSITE,1,yes,"Tarn, Vitre, Nettle, Maul, Rime",murk,1.41
SHRED_OPPOSITE,1,yes,"Tarn, Vitre, Nettle, Maul, Rime",hive,3.58
SHRED_OPPOSITE,1,yes,"Cinder, Mote, Bosk, Pyre, Ash",open,1.9
SHRED_OPPOSITE,1,yes,"Cinder, Mote, Bosk, Pyre, Ash",murk,1.55
SHRED_OPPOSITE,1,yes,"Cinder, Mote, Bosk, Pyre, Ash",hive,2.22
SHRED_OPPOSITE,1,yes,"Wex, Sump, Nettle, Bosk, Ferrule",open,1.02
SHRED_OPPOSITE,1,yes,"Wex, Sump, Nettle, Bosk, Ferrule",murk,0.7
SHRED_OPPOSITE,1,yes,"Wex, Sump, Nettle, Bosk, Ferrule",hive,0.93
SHRED_OPPOSITE,1.5,,"Pyre, Ash, Corr, Rime, Maul",open,2.2
SHRED_OPPOSITE,1.5,,"Pyre, Ash, Corr, Rime, Maul",murk,1.74
SHRED_OPPOSITE,1.5,,"Pyre, Ash, Corr, Rime, Maul",hive,3.4
SHRED_OPPOSITE,1.5,,"Tarn, Vitre, Nettle, Maul, Rime",open,1.88
SHRED_OPPOSITE,1.5,,"Tarn, Vitre, Nettle, Maul, Rime",murk,1.41
SHRED_OPPOSITE,1.5,,"Tarn, Vitre, Nettle, Maul, Rime",hive,3.58
SHRED_OPPOSITE,1.5,,"Cinder, Mote, Bosk, Pyre, Ash",open,1.9
SHRED_OPPOSITE,1.5,,"Cinder, Mote, Bosk, Pyre, Ash",murk,1.55
SHRED_OPPOSITE,1.5,,"Cinder, Mote, Bosk, Pyre, Ash",hive,2.34
SHRED_OPPOSITE,1.5,,"Wex, Sump, Nettle, Bosk, Ferrule",open,1.05
SHRED_OPPOSITE,1.5,,"Wex, Sump, Nettle, Bosk, Ferrule",murk,0.7
SHRED_OPPOSITE,1.5,,"Wex, Sump, Nettle, Bosk, Ferrule",hive,0.93
SHRED_OPPOSITE,2,,"Pyre, Ash, Corr, Rime, Maul",open,2.2
SHRED_OPPOSITE,2,,"Pyre, Ash, Corr, Rime, Maul",murk,1.74
SHRED_OPPOSITE,2,,"Pyre, Ash, Corr, Rime, Maul",hive,3.4
SHRED_OPPOSITE,2,,"Tarn, Vitre, Nettle, Maul, Rime",open,1.88
SHRED_OPPOSITE,2,,"Tarn, Vitre, Nettle, Maul, Rime",murk,1.41
SHRED_OPPOSITE,2,,"Tarn, Vitre, Nettle, Maul, Rime",hive,3.58
SHRED_OPPOSITE,2,,"Cinder, Mote, Bosk, Pyre, Ash",open,1.9
SHRED_OPPOSITE,2,,"Cinder, Mote, Bosk, Pyre, Ash",murk,1.55
SHRED_OPPOSITE,2,,"Cinder, Mote, Bosk, Pyre, Ash",hive,2.34
SHRED_OPPOSITE,2,,"Wex, Sump, Nettle, Bosk, Ferrule",open,1.07
SHRED_OPPOSITE,2,,"Wex, Sump, Nettle, Bosk, Ferrule",murk,0.7
SHRED_OPPOSITE,2,,"Wex, Sump, Nettle, Bosk, Ferrule",hive,0.93
SHRED_SAME,0.05,,"Pyre, Ash, Corr, Rime, Maul",open,2.2
SHRED_SAME,0.05,,"Pyre, Ash, Corr, Rime, Maul",murk,1.74
SHRED_SAME,0.05,,"Pyre, Ash, Corr, Rime, Maul",hive,3.49
SHRED_SAME,0.05,,"Tarn, Vitre, Nettle, Maul, Rime",open,1.74
SHRED_SAME,0.05,,"Tarn, Vitre, Nettle, Maul, Rime",murk,1.41
SHRED_SAME,0.05,,"Tarn, Vitre, Nettle, Maul, Rime",hive,3.58
SHRED_SAME,0.05,,"Cinder, Mote, Bosk, Pyre, Ash",open,1.9
SHRED_SAME,0.05,,"Cinder, Mote, Bosk, Pyre, Ash",murk,1.51
SHRED_SAME,0.05,,"Cinder, Mote, Bosk, Pyre, Ash",hive,2.24
SHRED_SAME,0.05,,"Wex, Sump, Nettle, Bosk, Ferrule",open,1.05
SHRED_SAME,0.05,,"Wex, Sump, Nettle, Bosk, Ferrule",murk,0.68
SHRED_SAME,0.05,,"Wex, Sump, Nettle, Bosk, Ferrule",hive,1.07
SHRED_SAME,0.12,,"Pyre, Ash, Corr, Rime, Maul",open,2.2
SHRED_SAME,0.12,,"Pyre, Ash, Corr, Rime, Maul",murk,1.74
SHRED_SAME,0.12,,"Pyre, Ash, Corr, Rime, Maul",hive,3.49
SHRED_SAME,0.12,,"Tarn, Vitre, Nettle, Maul, Rime",open,1.76
SHRED_SAME,0.12,,"Tarn, Vitre, Nettle, Maul, Rime",murk,1.41
SHRED_SAME,0.12,,"Tarn, Vitre, Nettle, Maul, Rime",hive,3.58
SHRED_SAME,0.12,,"Cinder, Mote, Bosk, Pyre, Ash",open,1.9
SHRED_SAME,0.12,,"Cinder, Mote, Bosk, Pyre, Ash",murk,1.51
SHRED_SAME,0.12,,"Cinder, Mote, Bosk, Pyre, Ash",hive,2.22
SHRED_SAME,0.12,,"Wex, Sump, Nettle, Bosk, Ferrule",open,1.02
SHRED_SAME,0.12,,"Wex, Sump, Nettle, Bosk, Ferrule",murk,0.68
SHRED_SAME,0.12,,"Wex, Sump, Nettle, Bosk, Ferrule",hive,1.07
SHRED_SAME,0.2,yes,"Pyre, Ash, Corr, Rime, Maul",open,2.2
SHRED_SAME,0.2,yes,"Pyre, Ash, Corr, Rime, Maul",murk,1.74
SHRED_SAME,0.2,yes,"Pyre, Ash, Corr, Rime, Maul",hive,3.49
SHRED_SAME,0.2,yes,"Tarn, Vitre, Nettle, Maul, Rime",open,1.88
SHRED_SAME,0.2,yes,"Tarn, Vitre, Nettle, Maul, Rime",murk,1.41
SHRED_SAME,0.2,yes,"Tarn, Vitre, Nettle, Maul, Rime",hive,3.58
SHRED_SAME,0.2,yes,"Cinder, Mote, Bosk, Pyre, Ash",open,1.9
SHRED_SAME,0.2,yes,"Cinder, Mote, Bosk, Pyre, Ash",murk,1.55
SHRED_SAME,0.2,yes,"Cinder, Mote, Bosk, Pyre, Ash",hive,2.22
SHRED_SAME,0.2,yes,"Wex, Sump, Nettle, Bosk, Ferrule",open,1.02
SHRED_SAME,0.2,yes,"Wex, Sump, Nettle, Bosk, Ferrule",murk,0.7
SHRED_SAME,0.2,yes,"Wex, Sump, Nettle, Bosk, Ferrule",hive,0.93
SHRED_SAME,0.35,,"Pyre, Ash, Corr, Rime, Maul",open,2.45
SHRED_SAME,0.35,,"Pyre, Ash, Corr, Rime, Maul",murk,1.9
SHRED_SAME,0.35,,"Pyre, Ash, Corr, Rime, Maul",hive,3.49
SHRED_SAME,0.35,,"Tarn, Vitre, Nettle, Maul, Rime",open,1.9
SHRED_SAME,0.35,,"Tarn, Vitre, Nettle, Maul, Rime",murk,1.41
SHRED_SAME,0.35,,"Tarn, Vitre, Nettle, Maul, Rime",hive,3.58
SHRED_SAME,0.35,,"Cinder, Mote, Bosk, Pyre, Ash",open,1.94
SHRED_SAME,0.35,,"Cinder, Mote, Bosk, Pyre, Ash",murk,1.55
SHRED_SAME,0.35,,"Cinder, Mote, Bosk, Pyre, Ash",hive,2.29
SHRED_SAME,0.35,,"Wex, Sump, Nettle, Bosk, Ferrule",open,1.05
SHRED_SAME,0.35,,"Wex, Sump, Nettle, Bosk, Ferrule",murk,0.7
SHRED_SAME,0.35,,"Wex, Sump, Nettle, Bosk, Ferrule",hive,0.91
SHRED_SAME,0.5,,"Pyre, Ash, Corr, Rime, Maul",open,2.45
SHRED_SAME,0.5,,"Pyre, Ash, Corr, Rime, Maul",murk,1.9
SHRED_SAME,0.5,,"Pyre, Ash, Corr, Rime, Maul",hive,3.49
SHRED_SAME,0.5,,"Tarn, Vitre, Nettle, Maul, Rime",open,1.94
SHRED_SAME,0.5,,"Tarn, Vitre, Nettle, Maul, Rime",murk,1.41
SHRED_SAME,0.5,,"Tarn, Vitre, Nettle, Maul, Rime",hive,3.58
SHRED_SAME,0.5,,"Cinder, Mote, Bosk, Pyre, Ash",open,2.01
SHRED_SAME,0.5,,"Cinder, Mote, Bosk, Pyre, Ash",murk,1.58
SHRED_SAME,0.5,,"Cinder, Mote, Bosk, Pyre, Ash",hive,2.31
SHRED_SAME,0.5,,"Wex, Sump, Nettle, Bosk, Ferrule",open,1.05
SHRED_SAME,0.5,,"Wex, Sump, Nettle, Bosk, Ferrule",murk,0.7
SHRED_SAME,0.5,,"Wex, Sump, Nettle, Bosk, Ferrule",hive,0.93
